show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,duration_cleaned
s2351,0,Woodshock,United States,2020-06-21,0.3197485802055358,R,101 min,"Dramas, Independent Movies, Thrillers","Shattered after her mother's death, a woman floats away from reality under the effect of a potent, hallucinatory drug as her life decays into chaos.",0.6130755202822802
s2352,0,Elevator Baby,Nigeria,2020-06-20,0.5465365117405352,TV-MA,84 min,"Dramas, International Movies","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.",0.2784587757071713
s2353,1,Babies,United States,2020-06-19,0.6599304775080349,TV-14,2 Seasons,"Docuseries, Science & Nature TV","From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",-1.3355749334198246
s2354,0,Chaman Bahaar,India,2020-06-19,0.6599304775080349,TV-MA,112 min,"Comedies, Dramas, International Movies","A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken.",0.8295922373602919
s2355,0,Destiny,"France, Egypt",2020-06-19,-1.9481307351444581,TV-14,136 min,"Dramas, International Movies","In 12th-century Spain, a philosopher and his profound teachings jeopardize the caliph he serves when political rivals threaten a government upheaval.",1.301992347348681
s2356,0,Disclosure,United States,2020-06-19,0.6599304775080349,TV-MA,108 min,"Documentaries, LGBTQ Movies","In this documentary, leading trans creatives and thinkers share heartfelt perspectives and analysis about Hollywood's impact on the trans community.",0.7508588856955604
s2357,0,Feel the Beat,United States,2020-06-19,0.6599304775080349,TV-G,110 min,"Children & Family Movies, Comedies, Dramas","After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition.",0.7902255615279261
s2358,1,Floor Is Lava,United States,2020-06-19,0.6599304775080349,TV-PG,1 Season,Reality TV,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers. Yes, really.",-1.3552582713360075
s2359,0,Lost Bullet,France,2020-06-19,0.6599304775080349,TV-MA,93 min,"Action & Adventure, Dramas, International Movies","Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet.",0.45560881695281724
s2360,1,Most Beautiful Thing,Brazil,2020-06-19,0.6599304775080349,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",-1.3355749334198246
s2361,0,One-Way to Tomorrow,Turkey,2020-06-19,0.6599304775080349,TV-MA,90 min,"Dramas, International Movies, Romantic Movies","Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts.",0.39655880320426856
s2362,0,The Emigrant,"Egypt, France",2020-06-19,-2.288312632446957,TV-14,130 min,"Dramas, International Movies",Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.,1.1838923198515836
s2363,1,The Politician,United States,2020-06-19,0.6599304775080349,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,-1.3355749334198246
s2364,0,Wasp Network,"France, Brazil, Spain, Belgium",2020-06-19,0.6599304775080349,TV-MA,128 min,"Dramas, International Movies, Thrillers","Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost.",1.144525644019218
s2365,0,A Whisker Away,Japan,2020-06-18,0.6599304775080349,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies","A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",0.6721255340308289
s2366,0,Alexandria ... Why?,"Egypt, Algeria",2020-06-18,-3.9892221189594523,TV-MA,131 min,"Classic Movies, Dramas, International Movies","Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",1.2035756577677665
s2367,0,Alexandria: Again and Forever,"France, Egypt",2020-06-18,-2.8552824612844554,TV-MA,109 min,"Classic Movies, Dramas, International Movies","At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.",0.7705422236117433
s2368,0,An Egyptian Story,Egypt,2020-06-18,-3.6490402216569535,TV-MA,129 min,"Classic Movies, Dramas, Independent Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes.",1.1642089819354007
s2369,0,Cairo Station,Egypt,2020-06-18,-6.370495400076946,TV-14,73 min,"Classic Movies, Dramas, International Movies",A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city.,0.06194205862915968
s2370,0,Dark Waters,Egypt,2020-06-18,-6.597283331611945,TV-14,104 min,"Classic Movies, Dramas, International Movies","A fisherman returns home after a three-year absence only to find the woman he loves drifting away, the sailors feuding and his community unraveling.",0.6721255340308289
s2371,0,El límite infinito,United States,2020-06-18,0.6599304775080349,TV-PG,48 min,"Documentaries, International Movies, Sports Movies","From early struggles to his climb up the Himalayas, Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports.",-0.43014138927541223
s2372,0,Lola Igna,Philippines,2020-06-18,0.5465365117405352,TV-14,114 min,"Comedies, International Movies",An elderly woman finds her life disrupted when her family and village realize she has a chance at a world record for being the oldest grandmother alive.,0.8689589131926576
s2373,0,One Take,Thailand,2020-06-18,0.6599304775080349,TV-G,86 min,"Documentaries, International Movies, Music & Musicals",Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,0.31782545153953706
s2374,0,Saladin,Egypt,2020-06-18,-5.803525571239447,TV-MA,194 min,"Action & Adventure, Classic Movies, Dramas",The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.,2.4436259464872876
s2375,0,Stray Bullet,Lebanon,2020-06-18,-0.47400918016696203,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In 1976 Beirut, after a rendezvous with her old flame, soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization.",0.1209920723777083
s2376,0,The Blazing Sun,Egypt,2020-06-18,-6.824071263146945,TV-14,116 min,"Classic Movies, Dramas, International Movies",Competition between sugar cane producers turns deadly after a greedy landlord conspires against an agricultural engineer who falls for his daughter.,0.9083255890250234
s2377,0,The Land,Egypt,2020-06-18,-5.00976781086695,TV-MA,130 min,"Classic Movies, Dramas, International Movies",A group of peasant farmers fights to protect their village against a corrupt landowner. Adapted from the popular novel by Abdel Rahman al-Sharqawi.,1.1838923198515836
s2378,0,The Nut Job,"Canada, South Korea, United States",2020-06-18,-0.020433317096963256,PG,85 min,"Children & Family Movies, Comedies","When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter.",0.2981421136233542
s2379,1,The Order,United States,2020-06-18,0.6599304775080349,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Horror","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",-1.3355749334198246
s2380,0,An Evening with Beverly Luff Linn,"United Kingdom, United States",2020-06-17,0.43314254597303553,R,108 min,"Comedies, Independent Movies","When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him.",0.7508588856955604
s2381,0,Riding Faith,United States,2020-06-17,0.6599304775080349,TV-PG,81 min,"Children & Family Movies, Dramas, Faith & Spirituality","Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse.",0.2194087619586227
s2382,0,Last Flight to Abuja,"Nigeria, United Kingdom",2020-06-16,-0.24722124863196265,TV-14,76 min,"Dramas, International Movies","When disaster strikes mid-flight, a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events.",0.1209920723777083
s2383,0,The Darkness,United States,2020-06-16,0.20635461443803613,PG-13,92 min,"Horror Movies, Thrillers","After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family.",0.4359254790366343
s2384,1,The Chase,United States,2020-06-15,0.09296064867053644,TV-PG,2 Seasons,Reality TV,"Brooke Burns hosts this game show in which three contestants square off to answer fast-paced questions against ""the Beast,"" a trivia know-it-all.",-1.3355749334198246
s2385,0,The Show Must Go On: The Queen + Adam Lambert Story,"United Kingdom, United States",2020-06-15,0.5465365117405352,TV-MA,85 min,"Documentaries, Music & Musicals","With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.",0.2981421136233542
s2386,0,Underdogs,"Argentina, Spain",2020-06-15,-0.13382728286446294,PG,85 min,"Children & Family Movies, Sports Movies","When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl.",0.2981421136233542
s2387,0,Wira,Malaysia,2020-06-15,0.5465365117405352,TV-14,108 min,"Action & Adventure, Dramas, International Movies","After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family.",0.7508588856955604
s2388,0,4th Republic,Nigeria,2020-06-13,0.5465365117405352,TV-MA,120 min,"Dramas, International Movies, Thrillers","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",0.9870589406897549
s2389,1,Alexa & Katie,United States,2020-06-13,0.6599304775080349,TV-G,4 Seasons,"Kids' TV, TV Comedies","Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",-1.296208257587459
s2390,0,Asura Guru,India,2020-06-13,0.6599304775080349,TV-14,117 min,"Dramas, International Movies","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",0.9280089269412063
s2391,1,How to Get Away with Murder,United States,2020-06-13,0.6599304775080349,TV-14,6 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case.",-1.256841581755093
s2392,0,Milea,Indonesia,2020-06-13,0.6599304775080349,TV-14,100 min,"Dramas, International Movies, Romantic Movies","Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.",0.5933921823660974
s2393,0,Axone,India,2020-06-12,0.6599304775080349,TV-MA,101 min,"Comedies, Dramas, Independent Movies","In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.",0.6130755202822802
s2394,0,Da 5 Bloods,United States,2020-06-12,0.6599304775080349,R,156 min,"Action & Adventure, Dramas",Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.,1.6956591056723385
s2395,1,Dating Around,United States,2020-06-12,0.6599304775080349,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows","In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",-1.3355749334198246
s2396,1,F is for Family,"United States, France, Canada",2020-06-12,0.6599304775080349,TV-MA,4 Seasons,TV Comedies,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",-1.296208257587459
s2397,1,Frank Elstner: Just One Last Question,Germany,2020-06-12,0.6599304775080349,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","In his farewell show, legendary German host Frank Elstner digs deep and savors his discussions with stars such as Daniel Brühl and Lena Meyer-Landrut.",-1.3552582713360075
s2398,0,Jo Koy: In His Elements,United States,2020-06-12,0.6599304775080349,TV-MA,55 min,Stand-Up Comedy,"Jo Koy brings the laughs and beats to Manila, spotlighting local culture in a one-of-a-kind show featuring Filipino American comedians, DJs and B-boys.",-0.2923580238621321
s2399,0,Okko's Inn,Japan,2020-06-12,0.43314254597303553,PG,96 min,"Anime Features, Children & Family Movies","After losing her parents, a young girl learns about grief and healing from a friendly ghost who lives in her grandmother's traditional Japanese inn.",0.5146588307013659
s2400,1,ONE PIECE,Japan,2020-06-12,-1.3811609063069596,TV-14,4 Seasons,Anime Series,Monkey D. Luffy sails with his crew of Straw Hat Pirates through the Grand Line to find the treasure One Piece and become the new king of the pirates.,-1.296208257587459
s2401,1,The Search,Mexico,2020-06-12,0.6599304775080349,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story.",-1.3552582713360075
s2402,1,The Woods,"Poland, United States",2020-06-12,0.6599304775080349,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.,-1.3552582713360075
s2403,0,From A to B,"United Arab Emirates, Jordan, Lebanon, Saudi Arabia",2020-06-11,-0.020433317096963256,TV-MA,104 min,"Comedies, Dramas, International Movies","To celebrate the memory of their pal who passed away, three estranged friends attempt to reconnect on an eventful road trip from Abu Dhabi to Beirut.",0.6721255340308289
s2404,0,Menahi,Saudi Arabia,2020-06-11,-0.7007971117019615,TV-14,101 min,"Comedies, International Movies","A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures.",0.6130755202822802
s2405,1,Curon,Italy,2020-06-10,0.6599304775080349,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy.",-1.3552582713360075
s2406,1,DC's Legends of Tomorrow,United States,2020-06-10,0.6599304775080349,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","A mysterious ""time master"" from the future unites an unlikely group of superheroes and villains to save the world from a powerful evil.",-1.276524919671276
s2407,1,Lenox Hill,United States,2020-06-10,0.6599304775080349,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",Four doctors at New York's storied Lenox Hill Hospital balance their personal lives and their dedication to their patients in this documentary series.,-1.3552582713360075
s2408,0,Middle Men,United States,2020-06-10,-0.5874031459344617,R,113 min,"Comedies, Dramas, Independent Movies","An entrepreneur develops an adult entertainment online billing company – and winds up dealing with mobsters, the FBI, con men and terrorists.",0.8492755752764748
s2409,1,My Mister,South Korea,2020-06-10,0.43314254597303553,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",-1.3552582713360075
s2410,1,Reality Z,Brazil,2020-06-10,0.6599304775080349,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries","With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes.",-1.3552582713360075
s2411,0,The Witch: Part 1 - The Subversion,South Korea,2020-06-10,0.43314254597303553,TV-MA,126 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",The life of a seemingly ordinary high school student with a mysterious past is turned upside down when a group of strangers show up and wreak havoc.,1.105158968186852
s2412,0,Before I Fall,United States,2020-06-08,0.3197485802055358,PG-13,98 min,"Dramas, Romantic Movies","Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.",0.5540255065337316
s2413,0,365 Days,Poland,2020-06-07,0.6599304775080349,TV-MA,114 min,"Dramas, International Movies, Romantic Movies","A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",0.8689589131926576
s2414,0,Forensic,India,2020-06-07,0.6599304775080349,TV-14,132 min,"International Movies, Thrillers","A pair of officers with history navigates clues from the past, false leads and a ticking clock to nab an elusive serial killer who targets young girls.",1.2232589956839495
s2415,0,Project Papa,India,2020-06-07,0.43314254597303553,TV-14,92 min,"Dramas, Independent Movies, International Movies","When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",0.4359254790366343
s2416,1,Queen of the South,"United States, Mexico, Spain, Malta",2020-06-06,0.43314254597303553,TV-MA,4 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Forced to work for a cartel that recently killed her boyfriend, Teresa relies on her street smarts, a loyal pal and a mysterious notebook to survive.",-1.296208257587459
s2417,0,The Night Clerk,United States,2020-06-06,0.6599304775080349,R,90 min,"Dramas, Independent Movies","After a charming guest checks in, a voyeuristic hotel clerk on the autism spectrum becomes a suspect in a murder that takes place during his shift.",0.39655880320426856
s2418,1,13 Reasons Why,United States,2020-06-05,0.6599304775080349,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",-1.296208257587459
s2419,0,Before the Summer Crowds,Egypt,2020-06-05,0.20635461443803613,TV-14,86 min,"Dramas, International Movies","Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.",0.31782545153953706
s2420,0,Big Stone Gap,United States,2020-06-05,-0.020433317096963256,PG-13,103 min,"Comedies, Romantic Movies",A single middle-aged woman who has lived her whole life in a small Virginia mining town uncovers a family secret that alters her profoundly.,0.6524421961146459
s2421,0,Choked: Paisa Bolta Hai,India,2020-06-05,0.6599304775080349,TV-14,114 min,"Dramas, International Movies",A bank employee weighed down by her jobless husband's debts — and her own broken dreams — finds a secret source of seemingly unlimited cash in her home.,0.8689589131926576
s2422,0,Merry Men 2: Another Mission,Nigeria,2020-06-05,0.5465365117405352,TV-MA,115 min,"Comedies, International Movies","To save a kidnapped loved one, a pack of wealthy men must return to their vigilante past when they are blackmailed to pull off a treacherous heist.",0.8886422511088405
s2423,1,Queer Eye,United States,2020-06-05,0.6599304775080349,TV-14,5 Seasons,Reality TV,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",-1.276524919671276
s2424,1,Supernatural,"United States, Canada",2020-06-05,0.5465365117405352,TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror","Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",-1.0796915405094472
s2425,0,The Last Days of American Crime,United States,2020-06-05,0.6599304775080349,TV-MA,149 min,"Action & Adventure, Dramas, Independent Movies","A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior.",1.5578757402590584
s2426,0,The Light of My Eyes,United States,2020-06-05,-0.47400918016696203,TV-MA,96 min,"Dramas, International Movies, Romantic Movies",A composer hides his love for his formerly blind ex when she returns to Egypt engaged to his childhood friend — the doctor who restored her sight.,0.5146588307013659
s2427,1,BAKI,Japan,2020-06-04,0.6599304775080349,TV-MA,3 Seasons,"Anime Series, International TV Shows","While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",-1.3158915955036417
s2428,0,Hot Sweet Sour,Turkey,2020-06-04,0.3197485802055358,TV-14,102 min,"Dramas, International Movies, Romantic Movies","In love since childhood, a couple separates to pursue different paths but makes a pact to marry each other in five years if they are still single.",0.6327588581984631
s2429,0,Overnight Republic,Turkey,2020-06-04,0.3197485802055358,TV-MA,105 min,"Comedies, International Movies","A mayoral candidate wins office, promising to turn a small province into its own country as a war and wacky events with his wife and advisors ensue.",0.6918088719470118
s2430,0,Can’t Complain,Egypt,2020-06-03,-0.8141910774694611,TV-MA,114 min,"Comedies, International Movies, Romantic Movies","Raised by a father to fraudulently act as one person, three identical brothers end up pining for the same woman as one triplet seeks psychiatric help.",0.8689589131926576
s2431,0,Lady Bird,United States,2020-06-03,0.3197485802055358,R,94 min,"Comedies, Dramas, Independent Movies","An intrepid high schooler in Sacramento undergoes the trials of love, family and self-discovery as she dreams of escaping to college on the East Coast.",0.4752921548690001
s2432,0,Spelling the Dream,United States,2020-06-03,0.6599304775080349,TV-G,83 min,"Children & Family Movies, Documentaries","Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S.",0.25877543779098844
s2433,1,Alone,United States,2020-06-02,0.5465365117405352,TV-14,1 Season,Reality TV,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out.",-1.3552582713360075
s2434,0,Andaleeb El Dokki,Egypt,2020-06-02,-0.7007971117019615,TV-14,106 min,"Comedies, International Movies","Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune.",0.7114922098631946
s2435,0,Let's Dance,Egypt,2020-06-02,-0.9275850432369608,TV-14,116 min,"Comedies, Dramas, International Movies","Disillusioned with her humdrum routine, a married lawyer secretly enrolls in a dance school in this remake of the 1996 Japanese film “Shall We Dance?”",0.9083255890250234
s2436,0,Life's Speed Bump,Egypt,2020-06-02,-0.9275850432369608,TV-14,109 min,"Comedies, International Movies","Seeking job opportunities, a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman.",0.7705422236117433
s2437,0,Mr. Romantic,United States,2020-06-02,-0.5874031459344617,TV-14,97 min,"Comedies, International Movies, Romantic Movies","When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman.",0.5343421686175487
s2438,0,My Horrible Grandma,Egypt,2020-06-02,-0.24722124863196265,TV-MA,100 min,"Comedies, Dramas, International Movies","As a man fumbles to keep things in order, his assertive grandmother tries to straighten out his life when she returns to live with him.",0.5933921823660974
s2439,0,Sorry To Disturb,Egypt,2020-06-02,-0.7007971117019615,TV-14,116 min,"Dramas, International Movies","After losing his father, a genius yet troubled aviation engineer suffering from loneliness tackles a complex project: love.",0.9083255890250234
s2440,0,The Student Cop,Egypt,2020-06-02,-1.1543729747719602,TV-14,111 min,"Action & Adventure, Comedies, International Movies","Sent undercover to investigate suspicious activity among a group of college students, a police officer gets more invested in his role than expected.",0.809908899444109
s2441,0,True: Rainbow Rescue,Canada,2020-06-02,0.6599304775080349,TV-Y,24 min,Children & Family Movies,True and Bartleby travel to the other side of the Neverending Rainbow to bring back Dillydally — a brave explorer who's the Rainbow King's best friend!,-0.9025414992638013
s2442,0,What's Up?,"Saudi Arabia, United Arab Emirates",2020-06-02,-0.9275850432369608,TV-PG,95 min,"Comedies, Dramas, International Movies","Flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition.",0.494975492785183
s2443,0,X Large,Egypt,2020-06-02,-0.3606152143994623,TV-14,135 min,"Comedies, International Movies, Romantic Movies","After he is rejected by the woman he loves and obesity-related issues kill his uncle, a lonely, overweight artist undergoes a major transformation.",1.282309009432498
s2444,0,122,Egypt,2020-06-01,0.5465365117405352,TV-MA,95 min,"Horror Movies, International Movies","After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",0.494975492785183
s2445,1,Cardcaptor Sakura,Japan,2020-06-01,-1.7213428036094587,TV-Y7,2 Seasons,"Anime Series, International TV Shows","After a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a ""Cardcaptor"" and retrieve them.",-1.3355749334198246
s2446,0,Chippa,India,2020-06-01,0.6599304775080349,TV-14,92 min,"Comedies, Dramas, Independent Movies","At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.",0.4359254790366343
s2447,0,Cook Off,Zimbabwe,2020-06-01,0.3197485802055358,TV-G,100 min,"Comedies, International Movies, Romantic Movies","Yearning for a better life, a single mother with a passion for cooking gets a shot at greatness when her son enters her into a top reality cooking show.",0.5933921823660974
s2448,1,Dear My Friends,South Korea,2020-06-01,0.20635461443803613,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,-1.3552582713360075
s2449,0,Kalek Shanab,United Arab Emirates,2020-06-01,0.5465365117405352,TV-PG,80 min,"Comedies, International Movies","After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.",0.19972542404243981
s2450,1,Megalobox,Japan,2020-06-01,0.43314254597303553,TV-MA,1 Season,"Anime Series, International TV Shows","Created for the 50th anniversary of manga ""Ashita No Joe,"" mechanized human fighters known as Megalo Boxers battle each other for boxing supremacy.",-1.3552582713360075
s2451,1,Midnight Diner,Japan,2020-06-01,-0.020433317096963256,TV-MA,3 Seasons,"International TV Shows, TV Dramas","A scarred man operates a midnight diner in the backstreets of Shinjuku. No one knows his name or his story, but his customers each bring him theirs.",-1.3158915955036417
s2452,0,Mirai,"Japan, United States",2020-06-01,0.43314254597303553,PG,98 min,"Action & Adventure, Anime Features, Children & Family Movies","Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house.",0.5540255065337316
s2453,1,My Shy Boss,South Korea,2020-06-01,0.3197485802055358,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,-1.3552582713360075
s2454,1,Revolutionary Love,South Korea,2020-06-01,0.3197485802055358,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.,-1.3552582713360075
s2455,0,The Disaster Artist,United States,2020-06-01,0.3197485802055358,R,104 min,"Comedies, Dramas","Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder.",0.6721255340308289
s2456,0,The Stolen,"United Kingdom, Germany, United Arab Emirates, New Zealand",2020-06-01,0.20635461443803613,TV-14,98 min,Dramas,A well-to-do British woman must venture into New Zealand's wild and dangerous unknown when her baby son is kidnapped and held for ransom.,0.5540255065337316
s2457,0,High Strung Free Dance,"Romania, United States",2020-05-31,0.5465365117405352,TV-14,104 min,"Dramas, Music & Musicals, Romantic Movies",A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.,0.6721255340308289
s2458,0,Freej Al Taibeen,United Arab Emirates,2020-05-29,0.43314254597303553,TV-PG,99 min,"Comedies, Dramas, International Movies","Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",0.5737088444499144
s2459,0,Kenny Sebastian: The Most Interesting Person in the Room,India,2020-05-29,0.6599304775080349,TV-MA,68 min,Stand-Up Comedy,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",-0.03647463095175471
s2460,1,Space Force,United States,2020-05-29,0.6599304775080349,TV-MA,1 Season,TV Comedies,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,-1.3552582713360075
s2461,0,The Other,"France, Egypt",2020-05-29,-1.7213428036094587,TV-MA,106 min,"Dramas, International Movies, Romantic Movies","When a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union.",0.7114922098631946
s2462,1,"Can't Cope, Won't Cope",Ireland,2020-05-28,0.43314254597303553,TV-MA,2 Seasons,"TV Comedies, TV Dramas","In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",-1.3355749334198246
s2463,1,Dorohedoro,Japan,2020-05-28,0.6599304775080349,TV-MA,1 Season,"Anime Series, International TV Shows","Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",-1.3552582713360075
s2464,0,Grandmother's Farm,United Arab Emirates,2020-05-28,-0.020433317096963256,TV-14,71 min,"Comedies, Horror Movies, International Movies",A guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.,0.02257538279679392
s2465,0,Grandmother's Farm Part 2,United Arab Emirates,2020-05-28,0.09296064867053644,TV-14,80 min,"Comedies, Horror Movies, International Movies","After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",0.19972542404243981
